municipio_codigo;municipio_nombre;sexo;rango_edad_de_la_madre;numero_nacimientos
038; Cercedilla;Hombre;De 20 a 24 años;2
038; Cercedilla;Hombre;De 25 a 29 años;4
038; Cercedilla;Hombre;De 30 a 34 años;16
038; Cercedilla;Hombre;De 35 a 39 años;12
038; Cercedilla;Hombre;De 40 a 44 años;5
038; Cercedilla;Hombre;De 45 a 49 años;2
038; Cercedilla;Hombre;De 50 años y más;0
038; Cercedilla;Mujer;Menores de 15 años;0
038; Cercedilla;Mujer;De 15 a 19 años;2
038; Cercedilla;Mujer;De 20 a 24 años;2
038; Cercedilla;Mujer;De 25 a 29 años;2
038; Cercedilla;Mujer;De 30 a 34 años;10
038; Cercedilla;Mujer;De 35 a 39 años;11
038; Cercedilla;Mujer;De 40 a 44 años;3
038; Cercedilla;Mujer;De 45 a 49 años;0
038; Cercedilla;Mujer;De 50 años y más;0
039; Cervera de Buitrago;Hombre;Menores de 15 años;0
039; Cervera de Buitrago;Hombre;De 15 a 19 años;0
039; Cervera de Buitrago;Hombre;De 20 a 24 años;0
039; Cervera de Buitrago;Hombre;De 25 a 29 años;0
039; Cervera de Buitrago;Hombre;De 30 a 34 años;0
039; Cervera de Buitrago;Hombre;De 35 a 39 años;0
039; Cervera de Buitrago;Hombre;De 40 a 44 años;0
039; Cervera de Buitrago;Hombre;De 45 a 49 años;0
039; Cervera de Buitrago;Hombre;De 50 años y más;0
039; Cervera de Buitrago;Mujer;Menores de 15 años;0
039; Cervera de Buitrago;Mujer;De 15 a 19 años;0
039; Cervera de Buitrago;Mujer;De 20 a 24 años;0
039; Cervera de Buitrago;Mujer;De 25 a 29 años;0
039; Cervera de Buitrago;Mujer;De 30 a 34 años;0
039; Cervera de Buitrago;Mujer;De 35 a 39 años;0
039; Cervera de Buitrago;Mujer;De 40 a 44 años;0
039; Cervera de Buitrago;Mujer;De 45 a 49 años;0
039; Cervera de Buitrago;Mujer;De 50 años y más;0
051; Chapinería;Hombre;Menores de 15 años;0
051; Chapinería;Hombre;De 15 a 19 años;0
051; Chapinería;Hombre;De 20 a 24 años;0
051; Chapinería;Hombre;De 25 a 29 años;1
051; Chapinería;Hombre;De 30 a 34 años;3
051; Chapinería;Hombre;De 35 a 39 años;3
051; Chapinería;Hombre;De 40 a 44 años;0
051; Chapinería;Hombre;De 45 a 49 años;0
051; Chapinería;Hombre;De 50 años y más;0
051; Chapinería;Mujer;Menores de 15 años;0
051; Chapinería;Mujer;De 15 a 19 años;1
051; Chapinería;Mujer;De 20 a 24 años;1
051; Chapinería;Mujer;De 25 a 29 años;2
051; Chapinería;Mujer;De 30 a 34 años;2
051; Chapinería;Mujer;De 35 a 39 años;3
051; Chapinería;Mujer;De 40 a 44 años;0
051; Chapinería;Mujer;De 45 a 49 años;0
051; Chapinería;Mujer;De 50 años y más;0
052; Chinchón;Hombre;Menores de 15 años;0
052; Chinchón;Hombre;De 15 a 19 años;1
052; Chinchón;Hombre;De 20 a 24 años;3
052; Chinchón;Hombre;De 25 a 29 años;6
052; Chinchón;Hombre;De 30 a 34 años;10
052; Chinchón;Hombre;De 35 a 39 años;8
052; Chinchón;Hombre;De 40 a 44 años;0
052; Chinchón;Hombre;De 45 a 49 años;0
052; Chinchón;Hombre;De 50 años y más;0
052; Chinchón;Mujer;Menores de 15 años;0
052; Chinchón;Mujer;De 15 a 19 años;2
052; Chinchón;Mujer;De 20 a 24 años;0
052; Chinchón;Mujer;De 25 a 29 años;2
052; Chinchón;Mujer;De 30 a 34 años;12
052; Chinchón;Mujer;De 35 a 39 años;7
052; Chinchón;Mujer;De 40 a 44 años;0
052; Chinchón;Mujer;De 45 a 49 años;0
052; Chinchón;Mujer;De 50 años y más;0
040; Ciempozuelos;Hombre;Menores de 15 años;0
040; Ciempozuelos;Hombre;De 15 a 19 años;2
040; Ciempozuelos;Hombre;De 20 a 24 años;8
040; Ciempozuelos;Hombre;De 25 a 29 años;30
040; Ciempozuelos;Hombre;De 30 a 34 años;52
040; Ciempozuelos;Hombre;De 35 a 39 años;30
040; Ciempozuelos;Hombre;De 40 a 44 años;13
040; Ciempozuelos;Hombre;De 45 a 49 años;2
040; Ciempozuelos;Hombre;De 50 años y más;0
040; Ciempozuelos;Mujer;Menores de 15 años;0
040; Ciempozuelos;Mujer;De 15 a 19 años;4
040; Ciempozuelos;Mujer;De 20 a 24 años;11
040; Ciempozuelos;Mujer;De 25 a 29 años;28
040; Ciempozuelos;Mujer;De 30 a 34 años;43
040; Ciempozuelos;Mujer;De 35 a 39 años;39
040; Ciempozuelos;Mujer;De 40 a 44 años;9
040; Ciempozuelos;Mujer;De 45 a 49 años;2
040; Ciempozuelos;Mujer;De 50 años y más;0
041; Cobeña;Hombre;Menores de 15 años;0
041; Cobeña;Hombre;De 15 a 19 años;0
041; Cobeña;Hombre;De 20 a 24 años;1
041; Cobeña;Hombre;De 25 a 29 años;3
041; Cobeña;Hombre;De 30 a 34 años;21
041; Cobeña;Hombre;De 35 a 39 años;17
041; Cobeña;Hombre;De 40 a 44 años;4
041; Cobeña;Hombre;De 45 a 49 años;0
041; Cobeña;Hombre;De 50 años y más;0
041; Cobeña;Mujer;Menores de 15 años;0
041; Cobeña;Mujer;De 15 a 19 años;0
041; Cobeña;Mujer;De 20 a 24 años;0
041; Cobeña;Mujer;De 25 a 29 años;6
041; Cobeña;Mujer;De 30 a 34 años;16
041; Cobeña;Mujer;De 35 a 39 años;16
041; Cobeña;Mujer;De 40 a 44 años;3
041; Cobeña;Mujer;De 45 a 49 años;0
041; Cobeña;Mujer;De 50 años y más;0
046; Collado Mediano;Hombre;Menores de 15 años;0
046; Collado Mediano;Hombre;De 15 a 19 años;1
046; Collado Mediano;Hombre;De 20 a 24 años;3
046; Collado Mediano;Hombre;De 25 a 29 años;5
046; Collado Mediano;Hombre;De 30 a 34 años;8
046; Collado Mediano;Hombre;De 35 a 39 años;5
046; Collado Mediano;Hombre;De 40 a 44 años;2
046; Collado Mediano;Hombre;De 45 a 49 años;1
046; Collado Mediano;Hombre;De 50 años y más;0
046; Collado Mediano;Mujer;Menores de 15 años;0
046; Collado Mediano;Mujer;De 15 a 19 años;0
046; Collado Mediano;Mujer;De 20 a 24 años;3
046; Collado Mediano;Mujer;De 25 a 29 años;4
046; Collado Mediano;Mujer;De 30 a 34 años;5
046; Collado Mediano;Mujer;De 35 a 39 años;9
046; Collado Mediano;Mujer;De 40 a 44 años;4
046; Collado Mediano;Mujer;De 45 a 49 años;1
046; Collado Mediano;Mujer;De 50 años y más;0
047; Collado Villalba;Hombre;Menores de 15 años;0
047; Collado Villalba;Hombre;De 15 a 19 años;3
047; Collado Villalba;Hombre;De 20 a 24 años;25
047; Collado Villalba;Hombre;De 25 a 29 años;44
047; Collado Villalba;Hombre;De 30 a 34 años;119
047; Collado Villalba;Hombre;De 35 a 39 años;97
047; Collado Villalba;Hombre;De 40 a 44 años;23
047; Collado Villalba;Hombre;De 45 a 49 años;3
047; Collado Villalba;Hombre;De 50 años y más;0
047; Collado Villalba;Mujer;Menores de 15 años;1
047; Collado Villalba;Mujer;De 15 a 19 años;6
047; Collado Villalba;Mujer;De 20 a 24 años;27
047; Collado Villalba;Mujer;De 25 a 29 años;49
047; Collado Villalba;Mujer;De 30 a 34 años;108
047; Collado Villalba;Mujer;De 35 a 39 años;80
047; Collado Villalba;Mujer;De 40 a 44 años;27
047; Collado Villalba;Mujer;De 45 a 49 años;2
047; Collado Villalba;Mujer;De 50 años y más;0
043; Colmenar de Oreja;Hombre;Menores de 15 años;0
043; Colmenar de Oreja;Hombre;De 15 a 19 años;0
043; Colmenar de Oreja;Hombre;De 20 a 24 años;1
043; Colmenar de Oreja;Hombre;De 25 a 29 años;11
043; Colmenar de Oreja;Hombre;De 30 a 34 años;16
043; Colmenar de Oreja;Hombre;De 35 a 39 años;8
043; Colmenar de Oreja;Hombre;De 40 a 44 años;0
043; Colmenar de Oreja;Hombre;De 45 a 49 años;0
043; Colmenar de Oreja;Hombre;De 50 años y más;0
043; Colmenar de Oreja;Mujer;Menores de 15 años;0
043; Colmenar de Oreja;Mujer;De 15 a 19 años;0
043; Colmenar de Oreja;Mujer;De 20 a 24 años;3
043; Colmenar de Oreja;Mujer;De 25 a 29 años;5
043; Colmenar de Oreja;Mujer;De 30 a 34 años;9
043; Colmenar de Oreja;Mujer;De 35 a 39 años;5
043; Colmenar de Oreja;Mujer;De 40 a 44 años;1
043; Colmenar de Oreja;Mujer;De 45 a 49 años;0
043; Colmenar de Oreja;Mujer;De 50 años y más;0
042; Colmenar del Arroyo;Hombre;Menores de 15 años;0
042; Colmenar del Arroyo;Hombre;De 15 a 19 años;0
042; Colmenar del Arroyo;Hombre;De 20 a 24 años;1
042; Colmenar del Arroyo;Hombre;De 25 a 29 años;0
042; Colmenar del Arroyo;Hombre;De 30 a 34 años;0
042; Colmenar del Arroyo;Hombre;De 35 a 39 años;1
042; Colmenar del Arroyo;Hombre;De 40 a 44 años;1
042; Colmenar del Arroyo;Hombre;De 45 a 49 años;0
042; Colmenar del Arroyo;Hombre;De 50 años y más;0
042; Colmenar del Arroyo;Mujer;Menores de 15 años;0
042; Colmenar del Arroyo;Mujer;De 15 a 19 años;0
042; Colmenar del Arroyo;Mujer;De 20 a 24 años;1
042; Colmenar del Arroyo;Mujer;De 25 a 29 años;3
042; Colmenar del Arroyo;Mujer;De 30 a 34 años;1
042; Colmenar del Arroyo;Mujer;De 35 a 39 años;4
042; Colmenar del Arroyo;Mujer;De 40 a 44 años;0
042; Colmenar del Arroyo;Mujer;De 45 a 49 años;0
042; Colmenar del Arroyo;Mujer;De 50 años y más;0
045; Colmenar Viejo;Hombre;Menores de 15 años;0
045; Colmenar Viejo;Hombre;De 15 a 19 años;4
045; Colmenar Viejo;Hombre;De 20 a 24 años;11
045; Colmenar Viejo;Hombre;De 25 a 29 años;25
045; Colmenar Viejo;Hombre;De 30 a 34 años;79
045; Colmenar Viejo;Hombre;De 35 a 39 años;88
045; Colmenar Viejo;Hombre;De 40 a 44 años;20
045; Colmenar Viejo;Hombre;De 45 a 49 años;1
045; Colmenar Viejo;Hombre;De 50 años y más;0
045; Colmenar Viejo;Mujer;Menores de 15 años;0
045; Colmenar Viejo;Mujer;De 15 a 19 años;4
045; Colmenar Viejo;Mujer;De 20 a 24 años;9
045; Colmenar Viejo;Mujer;De 25 a 29 años;38
045; Colmenar Viejo;Mujer;De 30 a 34 años;104
045; Colmenar Viejo;Mujer;De 35 a 39 años;77
045; Colmenar Viejo;Mujer;De 40 a 44 años;26
045; Colmenar Viejo;Mujer;De 45 a 49 años;4
045; Colmenar Viejo;Mujer;De 50 años y más;1
044; Colmenarejo;Hombre;Menores de 15 años;0
044; Colmenarejo;Hombre;De 15 a 19 años;0
044; Colmenarejo;Hombre;De 20 a 24 años;0
044; Colmenarejo;Hombre;De 25 a 29 años;8
044; Colmenarejo;Hombre;De 30 a 34 años;13
044; Colmenarejo;Hombre;De 35 a 39 años;3
044; Colmenarejo;Hombre;De 40 a 44 años;3
044; Colmenarejo;Hombre;De 45 a 49 años;0
044; Colmenarejo;Hombre;De 50 años y más;0
044; Colmenarejo;Mujer;Menores de 15 años;0
044; Colmenarejo;Mujer;De 15 a 19 años;1
044; Colmenarejo;Mujer;De 20 a 24 años;2
044; Colmenarejo;Mujer;De 25 a 29 años;3
044; Colmenarejo;Mujer;De 30 a 34 años;18
044; Colmenarejo;Mujer;De 35 a 39 años;10
044; Colmenarejo;Mujer;De 40 a 44 años;2
044; Colmenarejo;Mujer;De 45 a 49 años;3
044; Colmenarejo;Mujer;De 50 años y más;0
048; Corpa;Hombre;Menores de 15 años;0
048; Corpa;Hombre;De 15 a 19 años;0
048; Corpa;Hombre;De 20 a 24 años;0
048; Corpa;Hombre;De 25 a 29 años;0
048; Corpa;Hombre;De 30 a 34 años;1
048; Corpa;Hombre;De 35 a 39 años;1
048; Corpa;Hombre;De 40 a 44 años;0
048; Corpa;Hombre;De 45 a 49 años;0
048; Corpa;Hombre;De 50 años y más;0
048; Corpa;Mujer;Menores de 15 años;0
048; Corpa;Mujer;De 15 a 19 años;0
048; Corpa;Mujer;De 20 a 24 años;0
048; Corpa;Mujer;De 25 a 29 años;0
048; Corpa;Mujer;De 30 a 34 años;0
048; Corpa;Mujer;De 35 a 39 años;1
048; Corpa;Mujer;De 40 a 44 años;1
048; Corpa;Mujer;De 45 a 49 años;0
048; Corpa;Mujer;De 50 años y más;0
049; Coslada;Hombre;Menores de 15 años;0
049; Coslada;Hombre;De 15 a 19 años;3
049; Coslada;Hombre;De 20 a 24 años;20
049; Coslada;Hombre;De 25 a 29 años;74
049; Coslada;Hombre;De 30 a 34 años;115
049; Coslada;Hombre;De 35 a 39 años;99
049; Coslada;Hombre;De 40 a 44 años;25
049; Coslada;Hombre;De 45 a 49 años;2
049; Coslada;Hombre;De 50 años y más;1
049; Coslada;Mujer;Menores de 15 años;0
049; Coslada;Mujer;De 15 a 19 años;3
049; Coslada;Mujer;De 20 a 24 años;17
049; Coslada;Mujer;De 25 a 29 años;62
049; Coslada;Mujer;De 30 a 34 años;109
049; Coslada;Mujer;De 35 a 39 años;95
049; Coslada;Mujer;De 40 a 44 años;23
049; Coslada;Mujer;De 45 a 49 años;3
049; Coslada;Mujer;De 50 años y más;0
050; Cubas de la Sagra;Hombre;Menores de 15 años;0
050; Cubas de la Sagra;Hombre;De 15 a 19 años;0
050; Cubas de la Sagra;Hombre;De 20 a 24 años;2
050; Cubas de la Sagra;Hombre;De 25 a 29 años;3
050; Cubas de la Sagra;Hombre;De 30 a 34 años;10
050; Cubas de la Sagra;Hombre;De 35 a 39 años;9
050; Cubas de la Sagra;Hombre;De 40 a 44 años;4
050; Cubas de la Sagra;Hombre;De 45 a 49 años;0
050; Cubas de la Sagra;Hombre;De 50 años y más;0
050; Cubas de la Sagra;Mujer;Menores de 15 años;0
050; Cubas de la Sagra;Mujer;De 15 a 19 años;0
050; Cubas de la Sagra;Mujer;De 20 a 24 años;1
050; Cubas de la Sagra;Mujer;De 25 a 29 años;2
050; Cubas de la Sagra;Mujer;De 30 a 34 años;11
050; Cubas de la Sagra;Mujer;De 35 a 39 años;15
050; Cubas de la Sagra;Mujer;De 40 a 44 años;6
050; Cubas de la Sagra;Mujer;De 45 a 49 años;0
050; Cubas de la Sagra;Mujer;De 50 años y más;0
053; Daganzo de Arriba;Hombre;Menores de 15 años;0
053; Daganzo de Arriba;Hombre;De 15 a 19 años;0
053; Daganzo de Arriba;Hombre;De 20 a 24 años;4
053; Daganzo de Arriba;Hombre;De 25 a 29 años;4
053; Daganzo de Arriba;Hombre;De 30 a 34 años;14
053; Daganzo de Arriba;Hombre;De 35 a 39 años;14
053; Daganzo de Arriba;Hombre;De 40 a 44 años;5
053; Daganzo de Arriba;Hombre;De 45 a 49 años;1
053; Daganzo de Arriba;Hombre;De 50 años y más;0
053; Daganzo de Arriba;Mujer;Menores de 15 años;0
053; Daganzo de Arriba;Mujer;De 15 a 19 años;0
053; Daganzo de Arriba;Mujer;De 20 a 24 años;1
053; Daganzo de Arriba;Mujer;De 25 a 29 años;2
053; Daganzo de Arriba;Mujer;De 30 a 34 años;22
053; Daganzo de Arriba;Mujer;De 35 a 39 años;12
053; Daganzo de Arriba;Mujer;De 40 a 44 años;3
053; Daganzo de Arriba;Mujer;De 45 a 49 años;0
053; Daganzo de Arriba;Mujer;De 50 años y más;0
054; Escorial (El);Hombre;Menores de 15 años;0
054; Escorial (El);Hombre;De 15 a 19 años;0
054; Escorial (El);Hombre;De 20 a 24 años;1
054; Escorial (El);Hombre;De 25 a 29 años;14
054; Escorial (El);Hombre;De 30 a 34 años;25
054; Escorial (El);Hombre;De 35 a 39 años;20
054; Escorial (El);Hombre;De 40 a 44 años;6
054; Escorial (El);Hombre;De 45 a 49 años;0
054; Escorial (El);Hombre;De 50 años y más;0
054; Escorial (El);Mujer;Menores de 15 años;0
054; Escorial (El);Mujer;De 15 a 19 años;1
054; Escorial (El);Mujer;De 20 a 24 años;2
054; Escorial (El);Mujer;De 25 a 29 años;13
054; Escorial (El);Mujer;De 30 a 34 años;23
054; Escorial (El);Mujer;De 35 a 39 años;19
054; Escorial (El);Mujer;De 40 a 44 años;7
054; Escorial (El);Mujer;De 45 a 49 años;0
054; Escorial (El);Mujer;De 50 años y más;0
055; Estremera;Hombre;Menores de 15 años;0
055; Estremera;Hombre;De 15 a 19 años;0
055; Estremera;Hombre;De 20 a 24 años;0
055; Estremera;Hombre;De 25 a 29 años;0
055; Estremera;Hombre;De 30 a 34 años;0
055; Estremera;Hombre;De 35 a 39 años;0
055; Estremera;Hombre;De 40 a 44 años;0
055; Estremera;Hombre;De 45 a 49 años;0
055; Estremera;Hombre;De 50 años y más;0
055; Estremera;Mujer;Menores de 15 años;0
055; Estremera;Mujer;De 15 a 19 años;0
055; Estremera;Mujer;De 20 a 24 años;1
055; Estremera;Mujer;De 25 a 29 años;0
055; Estremera;Mujer;De 30 a 34 años;1
055; Estremera;Mujer;De 35 a 39 años;3
055; Estremera;Mujer;De 40 a 44 años;0
055; Estremera;Mujer;De 45 a 49 años;0
055; Estremera;Mujer;De 50 años y más;0
056; Fresnedillas de la Oliva;Hombre;Menores de 15 años;0
056; Fresnedillas de la Oliva;Hombre;De 15 a 19 años;0
056; Fresnedillas de la Oliva;Hombre;De 20 a 24 años;1
056; Fresnedillas de la Oliva;Hombre;De 25 a 29 años;0
056; Fresnedillas de la Oliva;Hombre;De 30 a 34 años;1
056; Fresnedillas de la Oliva;Hombre;De 35 a 39 años;1
056; Fresnedillas de la Oliva;Hombre;De 40 a 44 años;1
056; Fresnedillas de la Oliva;Hombre;De 45 a 49 años;0
056; Fresnedillas de la Oliva;Hombre;De 50 años y más;0
056; Fresnedillas de la Oliva;Mujer;Menores de 15 años;0
056; Fresnedillas de la Oliva;Mujer;De 15 a 19 años;1
056; Fresnedillas de la Oliva;Mujer;De 20 a 24 años;1
056; Fresnedillas de la Oliva;Mujer;De 25 a 29 años;1
056; Fresnedillas de la Oliva;Mujer;De 30 a 34 años;1
056; Fresnedillas de la Oliva;Mujer;De 35 a 39 años;2
056; Fresnedillas de la Oliva;Mujer;De 40 a 44 años;0
056; Fresnedillas de la Oliva;Mujer;De 45 a 49 años;0
056; Fresnedillas de la Oliva;Mujer;De 50 años y más;0
057; Fresno de Torote;Hombre;Menores de 15 años;0
057; Fresno de Torote;Hombre;De 15 a 19 años;0
057; Fresno de Torote;Hombre;De 20 a 24 años;2
057; Fresno de Torote;Hombre;De 25 a 29 años;1
057; Fresno de Torote;Hombre;De 30 a 34 años;2
057; Fresno de Torote;Hombre;De 35 a 39 años;2
057; Fresno de Torote;Hombre;De 40 a 44 años;0
057; Fresno de Torote;Hombre;De 45 a 49 años;0
057; Fresno de Torote;Hombre;De 50 años y más;0
057; Fresno de Torote;Mujer;Menores de 15 años;0
057; Fresno de Torote;Mujer;De 15 a 19 años;1
057; Fresno de Torote;Mujer;De 20 a 24 años;0
057; Fresno de Torote;Mujer;De 25 a 29 años;6
057; Fresno de Torote;Mujer;De 30 a 34 años;4
057; Fresno de Torote;Mujer;De 35 a 39 años;1
057; Fresno de Torote;Mujer;De 40 a 44 años;0
057; Fresno de Torote;Mujer;De 45 a 49 años;0
057; Fresno de Torote;Mujer;De 50 años y más;0
058; Fuenlabrada;Hombre;Menores de 15 años;0
058; Fuenlabrada;Hombre;De 15 a 19 años;16
058; Fuenlabrada;Hombre;De 20 a 24 años;54
058; Fuenlabrada;Hombre;De 25 a 29 años;158
058; Fuenlabrada;Hombre;De 30 a 34 años;326
058; Fuenlabrada;Hombre;De 35 a 39 años;256
058; Fuenlabrada;Hombre;De 40 a 44 años;46
058; Fuenlabrada;Hombre;De 45 a 49 años;3
058; Fuenlabrada;Hombre;De 50 años y más;0
058; Fuenlabrada;Mujer;Menores de 15 años;0
058; Fuenlabrada;Mujer;De 15 a 19 años;8
058; Fuenlabrada;Mujer;De 20 a 24 años;37
058; Fuenlabrada;Mujer;De 25 a 29 años;153
058; Fuenlabrada;Mujer;De 30 a 34 años;324
058; Fuenlabrada;Mujer;De 35 a 39 años;244
058; Fuenlabrada;Mujer;De 40 a 44 años;50
058; Fuenlabrada;Mujer;De 45 a 49 años;2
058; Fuenlabrada;Mujer;De 50 años y más;0
059; Fuente el Saz de Jarama;Hombre;Menores de 15 años;0
059; Fuente el Saz de Jarama;Hombre;De 15 a 19 años;1
059; Fuente el Saz de Jarama;Hombre;De 20 a 24 años;5
059; Fuente el Saz de Jarama;Hombre;De 25 a 29 años;6
059; Fuente el Saz de Jarama;Hombre;De 30 a 34 años;5
059; Fuente el Saz de Jarama;Hombre;De 35 a 39 años;13
059; Fuente el Saz de Jarama;Hombre;De 40 a 44 años;4
059; Fuente el Saz de Jarama;Hombre;De 45 a 49 años;0
059; Fuente el Saz de Jarama;Hombre;De 50 años y más;0
059; Fuente el Saz de Jarama;Mujer;Menores de 15 años;0
059; Fuente el Saz de Jarama;Mujer;De 15 a 19 años;0
059; Fuente el Saz de Jarama;Mujer;De 20 a 24 años;4
059; Fuente el Saz de Jarama;Mujer;De 25 a 29 años;3
059; Fuente el Saz de Jarama;Mujer;De 30 a 34 años;5
059; Fuente el Saz de Jarama;Mujer;De 35 a 39 años;6
059; Fuente el Saz de Jarama;Mujer;De 40 a 44 años;1
059; Fuente el Saz de Jarama;Mujer;De 45 a 49 años;0
059; Fuente el Saz de Jarama;Mujer;De 50 años y más;0
060; Fuentidueña de Tajo;Hombre;Menores de 15 años;0
060; Fuentidueña de Tajo;Hombre;De 15 a 19 años;0
060; Fuentidueña de Tajo;Hombre;De 20 a 24 años;0
060; Fuentidueña de Tajo;Hombre;De 25 a 29 años;1
060; Fuentidueña de Tajo;Hombre;De 30 a 34 años;2
060; Fuentidueña de Tajo;Hombre;De 35 a 39 años;4
060; Fuentidueña de Tajo;Hombre;De 40 a 44 años;2
060; Fuentidueña de Tajo;Hombre;De 45 a 49 años;0
060; Fuentidueña de Tajo;Hombre;De 50 años y más;0
060; Fuentidueña de Tajo;Mujer;Menores de 15 años;0
060; Fuentidueña de Tajo;Mujer;De 15 a 19 años;0
060; Fuentidueña de Tajo;Mujer;De 20 a 24 años;0
060; Fuentidueña de Tajo;Mujer;De 25 a 29 años;4
060; Fuentidueña de Tajo;Mujer;De 30 a 34 años;2
060; Fuentidueña de Tajo;Mujer;De 35 a 39 años;1
060; Fuentidueña de Tajo;Mujer;De 40 a 44 años;0
060; Fuentidueña de Tajo;Mujer;De 45 a 49 años;0
060; Fuentidueña de Tajo;Mujer;De 50 años y más;0
061; Galapagar;Hombre;Menores de 15 años;0
061; Galapagar;Hombre;De 15 a 19 años;3
061; Galapagar;Hombre;De 20 a 24 años;9
061; Galapagar;Hombre;De 25 a 29 años;36
061; Galapagar;Hombre;De 30 a 34 años;37
061; Galapagar;Hombre;De 35 a 39 años;58
061; Galapagar;Hombre;De 40 a 44 años;22
061; Galapagar;Hombre;De 45 a 49 años;1
061; Galapagar;Hombre;De 50 años y más;0
061; Galapagar;Mujer;Menores de 15 años;0
061; Galapagar;Mujer;De 15 a 19 años;0
061; Galapagar;Mujer;De 20 a 24 años;8
061; Galapagar;Mujer;De 25 a 29 años;35
061; Galapagar;Mujer;De 30 a 34 años;38
061; Galapagar;Mujer;De 35 a 39 años;37
061; Galapagar;Mujer;De 40 a 44 años;16
061; Galapagar;Mujer;De 45 a 49 años;0
061; Galapagar;Mujer;De 50 años y más;0
062; Garganta de los Montes;Hombre;Menores de 15 años;0
062; Garganta de los Montes;Hombre;De 15 a 19 años;0
062; Garganta de los Montes;Hombre;De 20 a 24 años;0
062; Garganta de los Montes;Hombre;De 25 a 29 años;0
062; Garganta de los Montes;Hombre;De 30 a 34 años;0
062; Garganta de los Montes;Hombre;De 35 a 39 años;0
062; Garganta de los Montes;Hombre;De 40 a 44 años;0
062; Garganta de los Montes;Hombre;De 45 a 49 años;0
062; Garganta de los Montes;Hombre;De 50 años y más;0
062; Garganta de los Montes;Mujer;Menores de 15 años;0
062; Garganta de los Montes;Mujer;De 15 a 19 años;0
062; Garganta de los Montes;Mujer;De 20 a 24 años;0
062; Garganta de los Montes;Mujer;De 25 a 29 años;0
062; Garganta de los Montes;Mujer;De 30 a 34 años;0
062; Garganta de los Montes;Mujer;De 35 a 39 años;0
062; Garganta de los Montes;Mujer;De 40 a 44 años;1
062; Garganta de los Montes;Mujer;De 45 a 49 años;0
062; Garganta de los Montes;Mujer;De 50 años y más;0
063; Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;Menores de 15 años;0
063; Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 15 a 19 años;0
063; Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 20 a 24 años;0
063; Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 25 a 29 años;0
063; Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 30 a 34 años;1
063; Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 35 a 39 años;1
063; Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 40 a 44 años;1
063; Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 45 a 49 años;0
063; Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 50 años y más;0
063; Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;Menores de 15 años;0
063; Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 15 a 19 años;0
063; Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 20 a 24 años;0
063; Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 25 a 29 años;0
063; Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 30 a 34 años;0
063; Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 35 a 39 años;0
063; Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 40 a 44 años;0
063; Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 45 a 49 años;0
063; Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 50 años y más;0
064; Gascones;Hombre;Menores de 15 años;0
064; Gascones;Hombre;De 15 a 19 años;0
064; Gascones;Hombre;De 20 a 24 años;0
064; Gascones;Hombre;De 25 a 29 años;0
064; Gascones;Hombre;De 30 a 34 años;0
064; Gascones;Hombre;De 35 a 39 años;1
064; Gascones;Hombre;De 40 a 44 años;0
064; Gascones;Hombre;De 45 a 49 años;0
064; Gascones;Hombre;De 50 años y más;0
064; Gascones;Mujer;Menores de 15 años;0
064; Gascones;Mujer;De 15 a 19 años;0
064; Gascones;Mujer;De 20 a 24 años;0
064; Gascones;Mujer;De 25 a 29 años;1
064; Gascones;Mujer;De 30 a 34 años;0
064; Gascones;Mujer;De 35 a 39 años;0
064; Gascones;Mujer;De 40 a 44 años;0
064; Gascones;Mujer;De 45 a 49 años;0
064; Gascones;Mujer;De 50 años y más;0
065; Getafe;Hombre;Menores de 15 años;0
065; Getafe;Hombre;De 15 a 19 años;7
065; Getafe;Hombre;De 20 a 24 años;49
065; Getafe;Hombre;De 25 a 29 años;144
065; Getafe;Hombre;De 30 a 34 años;337
065; Getafe;Hombre;De 35 a 39 años;328
065; Getafe;Hombre;De 40 a 44 años;83
065; Getafe;Hombre;De 45 a 49 años;7
065; Getafe;Hombre;De 50 años y más;0
065; Getafe;Mujer;Menores de 15 años;0
065; Getafe;Mujer;De 15 a 19 años;12
065; Getafe;Mujer;De 20 a 24 años;48
065; Getafe;Mujer;De 25 a 29 años;130
065; Getafe;Mujer;De 30 a 34 años;353
065; Getafe;Mujer;De 35 a 39 años;319
065; Getafe;Mujer;De 40 a 44 años;86
065; Getafe;Mujer;De 45 a 49 años;8
